Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,Presidential_VoteShare_Dem2016,Presidential_VoteShare_GOP2016,DW-Nominate_1,DW-Nominate_2,TBIP_Floor_Speeches,Present_Cong115,Progressive_Caucus_Cong115,NewDems_Caucus_Cong115,BlueDog_Caucus_Cong115,ProblemSolvers_Caucus_Cong115,RSC_Caucus_Cong115,Freedom_Caucus_Cong115,GOP_Leadership_Cong115,DEM_Leadership_Cong115,CommitteeChair_Cong115,TopCommittee_Cong115,Present_Cong116,Progressive_Caucus_Cong116,NewDems_Caucus_Cong116,BlueDog_Caucus_Cong116,ProblemSolvers_Caucus_Cong116,RSC_Caucus_Cong116,Freedom_Caucus_Cong116,GOP_Leadership_Cong116,DEM_Leadership_Cong116,CommitteeChair_Cong116,TopCommittee_Cong116,House_Election_Candidate_Vote_Share_2016,House_Election_Candidate_Vote_Share_2018
S001170,Carol Shea-Porter,F,Democrat,1952,4,NH-01,46.6,48.2,-0.315,-0.131,-0.20767611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39465285081344,
B001303,Lisa Blunt Rochester,F,Democrat,1962,2,DE-AL,53.4,41.9,-0.326,-0.134,-0.20846336,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,59.598450386239676,64.45396995495227
Y000066,David Young (Iowa politician),M,Republican,1968,2,IA-03,45.0,48.5,0.442,-0.038,0.260646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.43762591624159,
J000126,Eddie Bernice Johnson,F,Democrat,1935,14,TX-30,79.1,18.3,-0.485,0.205,-0.20679428,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,83.90199004975123,91.05222356884711
S001189,Austin Scott,M,Republican,1969,5,GA-08,34.4,63.3,0.572,0.166,0.21936432,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,81.72325193253688,100.0
U000031,Fred Upton,M,Republican,1953,17,MI-06,42.9,51.3,0.336,-0.385,0.28250015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,54.685932491496835,50.24434463157464
B001275,Larry Bucshon,M,Republican,1962,5,IN-08,30.9,64.6,0.404,0.251,0.54867166,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,64.02512782836492,64.42971701781892
B000490,Sanford Bishop Jr.,M,Democrat,1947,14,GA-02,55.0,43.3,-0.282,0.465,0.028558172,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,60.46208957754838,59.649344812389
K000378,Adam Kinzinger,M,Republican,1978,5,IL-16,38.3,55.5,0.271,0.311,0.043554764,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,79.69624455571113,59.124010554089715
R000588,Cedric Richmond,M,Democrat,1973,5,LA-02,74.6,22.2,-0.482,0.326,-0.22594406,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,43.576028045838086,80.59174004796976
M001188,Grace Meng,F,Democrat,1975,4,NY-06,65.1,32.1,-0.379,-0.147,-0.27664322,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,70.62813249889905,84.5018270796704
V000132,Filemon Vela,M,Democrat,1963,4,TX-34,59.2,37.7,-0.313,0.42,-0.06680132,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,61.43393037425531,59.98895630050046
I000056,Darrell Issa,M,Republican,1953,9,CA-49,50.7,43.2,0.506,-0.085,0.11991921,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.004634946338726,
D000614,Sean Duffy,M,Republican,1971,5,WI-07,37.3,57.7,0.511,-0.109,0.19892615,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.9359651209804,60.11058109280138
R000597,Tom Rice (South Carolina),M,Republican,1957,4,SC-07,39.1,58.0,0.6,-0.275,0.23632693,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60.328685089515076,59.561101046110686
C001092,Chris Collins,M,Republican,1950,4,NY-27,35.2,59.7,0.357,0.236,0.32875586,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45.33425247684165,40.13529617946022
P000608,Scott Peters,M,Democrat,1958,4,CA-52,58.1,35.6,-0.178,-0.049,-0.023385128,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,60.04008672483998,63.84713875009712
D000615,Jeff Duncan,M,Republican,1966,5,SC-03,29.0,67.0,0.73,-0.192,0.36348617,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,70.5329766976504,67.78748386412265
C001076,Jason Chaffetz,M,Republican,1967,5,UT-03,23.3,47.2,0.647,-0.278,0.21593927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.648868078131,
C000984,Elijah Cummings,M,Democrat,1951,13,MD-07,75.8,20.2,-0.438,-0.148,-0.16850019,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,75.59396321591714,76.4402553738053
R000601,John Ratcliffe,M,Republican,1965,3,TX-04,21.8,75.4,0.702,0.134,0.11391726,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,81.80396193474817,75.69540010832715
P000258,Collin Peterson,M,Democrat,1944,15,MN-07,31.0,61.8,-0.148,0.711,0.24937986,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,52.299079584277806,52.10206423240464
P000599,Bill Posey,M,Republican,1947,6,FL-08,37.7,58.4,0.521,-0.319,0.14680836,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,61.85626717508468,60.498104164181875
Q000023,Michael Quigley,M,Democrat,1958,6,IL-05,70.5,23.9,-0.32,-0.288,-0.23972602,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,71.99635661333716,76.66364538514175
G000560,Tom Graves,M,Republican,1970,6,GA-14,22.1,75.0,0.727,-0.016,0.18846397,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,87.90929676773423,76.50180216259511
P000609,Gary Palmer,M,Republican,1954,3,AL-06,26.1,70.8,0.715,-0.044,0.25505528,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,72.05900262328969,69.17809203529649
S001156,Linda Sánchez,F,Democrat,1969,9,CA-38,67.0,27.4,-0.508,-0.139,-0.39726302,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,69.72114122550487,68.85177783493936
B001304,Anthony Brown (Maryland),M,Democrat,1961,2,MD-04,77.2,19.7,-0.342,-0.159,-0.27204105,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,75.88560043310541,78.05482848877256
C001087,Rick Crawford,M,Republican,1966,5,AR-01,30.2,65.0,0.402,0.492,0.30407247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.94344008030895,68.9492906656066
C001096,Kevin Cramer,M,Republican,1961,3,ND-AL,27.7,64.1,0.388,0.297,0.39895776,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7808833756824,
K000375,Bill Keating,M,Democrat,1952,5,MA-09,52.5,41.8,-0.328,-0.134,-0.06071161,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55.54613301812884,59.37955348102047
L000554,Frank LoBiondo,M,Republican,1946,12,NJ-02,46.0,50.6,0.211,-0.224,0.22044498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71955091898345,
P000605,Scott Perry,M,Republican,1962,4,PA-10,43.4,52.3,0.628,-0.351,0.2349158,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,51.289297756641396,51.322358632869815
K000210,Peter T. King,M,Republican,1944,14,NY-02,43.9,53.0,0.26,-0.033,-0.10561579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48.344843754753754,46.66545061086076
S000051,Mark Sanford,M,Republican,1960,6,SC-01,40.4,53.5,0.686,-0.728,0.1562236,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17586920077113,
M001151,Tim Murphy (American politician),M,Republican,1952,8,PA-18,62.1,34.6,0.258,0.198,0.078744374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,
R000583,Thomas J. Rooney,M,Republican,1970,5,FL-17,35.0,62.2,0.458,0.013,0.25216827,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.026663791310774,
M001156,Patrick T. McHenry,M,Republican,1975,8,NC-10,29.6,67.8,0.555,0.07,0.10664328,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,61.43490474097572,59.2927383297152
C001049,William Lacy Clay,M,Democrat,1956,10,MO-01,77.0,18.8,-0.48,-0.079,-0.1781987,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77.6299755777967,80.1024145785877
R000395,Harold Rogers,M,Republican,1937,20,KY-05,17.5,79.6,0.335,0.106,-0.07823785,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,89.54512030487707,78.9355875917933
G000377,Kay Granger,F,Republican,1943,12,TX-12,32.7,62.9,0.396,0.238,0.071218744,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,66.90264427870618,64.26919338078372
D000604,Charles W. Dent,M,Republican,1960,7,PA-15,26.5,69.8,0.244,-0.085,-0.081388645,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.42706728930648,
V000108,Peter J. Visclosky,M,Democrat,1949,18,IN-01,54.1,41.5,-0.402,0.244,-0.15091516,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,73.45575759515958,65.09181963141647
G000566,Trey Gowdy,M,Republican,1964,4,SC-04,34.5,60.2,0.655,-0.002,0.22586727,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63.74281902079241,
M001187,"Mark Meadows, North Carolina",M,Republican,1959,4,NC-11,39.9,57.2,0.604,-0.201,0.16221695,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,61.865053758554566,59.205896243672385
B001290,David Brat,M,Republican,1964,3,VA-07,44.0,50.5,0.829,-0.325,0.23296687,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.137183352858706,
L000576,Billy Long,M,Republican,1955,5,MO-07,24.7,70.4,0.543,0.242,0.11067026,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.92811095609562,66.23028790204248
D000624,Debbie Dingell,F,Democrat,1953,3,MI-12,60.8,34.5,-0.409,-0.127,-0.09193071,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,66.10812458879599,68.0817844875572
B001287,Ami Bera,M,Democrat,1965,4,CA-07,52.3,40.9,-0.23,0.012,-0.15348315,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,53.05570046189616,55.0449724270907
B001274,Mo Brooks,M,Republican,1954,5,AL-05,31.3,64.7,0.644,-0.452,0.38594702,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,64.09677345654387,61.02012866695055
M001190,Markwayne Mullin,M,Republican,1977,4,OK-02,22.8,72.9,0.515,0.418,0.3049355,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68.1190087280767,65.02300904621254
B001270,Karen Bass,F,Democrat,1953,5,CA-37,85.7,9.6,-0.584,-0.101,-0.27382776,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,62.992423922736954,89.0755484858997
B001260,Vern Buchanan,M,Republican,1951,7,FL-16,43.0,53.7,0.36,-0.14,0.26159376,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.248128665448974,54.56145391854034
L000570,Ben Ray Luján,M,Democrat,1972,6,NM-03,51.8,36.7,-0.367,0.018,-0.12621991,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,62.86974056171428,63.37502501092314
W000808,Frederica Wilson,F,Democrat,1942,5,FL-24,82.9,15.4,-0.475,-0.018,-0.15079844,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0
M001185,Sean Maloney,M,Democrat,1966,4,NY-18,47.1,49.0,-0.236,0.117,0.018487157,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,46.831273989905625,50.20779530374667
H001050,Colleen Hanabusa,F,Democrat,1951,4,HI-01,63.1,30.5,-0.37,0.004,0.14676104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.41423837563043,
M001137,Gregory Meeks,M,Democrat,1953,12,NY-05,85.7,12.7,-0.413,-0.075,-0.24590077,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,87.25246952206804,99.39865362820568
C001094,Paul Cook,M,Republican,1943,4,CA-08,39.6,54.7,0.379,0.194,0.13847628,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,54.80228000790631,50.0
S000244,Jim Sensenbrenner,M,Republican,1943,21,WI-05,37.3,57.4,0.64,-0.59,0.059575167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64.40264748414847,61.934238843991565
J000289,Jim Jordan,M,Republican,1964,7,OH-04,30.7,64.3,0.718,-0.225,0.2847349,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,66.7510275973195,65.26407800936268
D000616,Scott DesJarlais,M,Republican,1964,5,TN-04,27.4,68.6,0.579,-0.097,0.31058398,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,64.24429817722226,63.37808828527302
L000565,Dave Loebsack,M,Democrat,1952,7,IA-02,45.0,49.1,-0.276,-0.032,0.25887683,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,54.179619149419054,54.79030912745715
R000576,Dutch Ruppersberger,M,Democrat,1946,9,MD-02,60.1,35.7,-0.295,0.133,-0.11749457,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,63.85847450700272,66.00855895334423
W000806,Daniel Webster,M,Republican,1949,5,FL-11,32.5,64.8,0.509,-0.045,0.19009341,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.25776509560825,65.14043308136466
A000369,Mark Amodei,M,Republican,1958,5,NV-02,39.7,52.0,0.381,0.195,0.46140507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,58.267054768644954,58.230766823052335
L000491,Frank D. Lucas,M,Republican,1960,14,OK-03,20.9,73.6,0.362,0.414,0.35886246,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,76.32042387741099,73.873923910025
B001283,Jim Bridenstine,M,Republican,1975,3,OK-01,32.7,61.4,0.689,-0.157,0.6127675,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.29960659156621,
M001194,John Moolenaar,M,Republican,1961,3,MI-04,34.7,59.5,0.402,0.445,0.37408537,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,62.09743325993132,62.624101034906154
P000588,Steve Pearce,M,Republican,1947,7,NM-02,39.9,50.1,0.472,0.064,0.4672124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.36468546252625,
C001105,Barbara Comstock,F,Republican,1959,2,VA-10,52.2,42.2,0.276,0.389,0.10373327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39727144155712,
V000129,David G. Valadao,M,Republican,1977,3,CA-21,55.2,39.7,0.253,0.411,0.062912114,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.45128930510844,
B001294,Rod Blum,M,Republican,1955,2,IA-01,45.2,48.7,0.527,-0.488,0.29610753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.10219404354718,
C000754,Jim Cooper,M,Democrat,1954,15,TN-05,56.5,38.2,-0.162,-0.033,0.15135245,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,65.14356317376892,67.84532198529635
F000459,Charles Fleischmann,M,Republican,1962,5,TN-03,30.2,65.4,0.455,0.299,0.18593252,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,65.09259024055682,63.683600187170676
A000367,Justin Amash,M,Republican,1980,5,MI-03,42.2,51.6,0.279,-0.96,0.114731595,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.05851279656411,54.420737594130145
M001193,Tom MacArthur,M,Republican,1960,2,NJ-03,45.2,51.4,0.206,0.274,0.19310702,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.193893863151345,
C001115,Michael Cloud (Texas),M,Republican,1975,2,TX-27,36.5,60.1,0.637,-0.233,0.28842688,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,54.193893863151345,60.320796833493226
L000589,Debbie Lesko,F,Republican,1958,2,AZ-08,37.0,58.1,0.606,-0.055,0.12596212,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,61.04301131732576,55.46175147905669
L000588,Conor Lamb,M,Democrat,1984,2,PA-17,46.8,49.4,-0.111,0.112,0.20575005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44.533978062985966,56.25731389309507
J000295,David Joyce,M,Republican,1957,4,OH-14,42.1,53.6,0.265,0.271,0.05249294,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,59.15207252743576,55.247951899739064
W000826,Susan Wild,F,Democrat,1957,2,PA-07,48.7,47.6,-0.447,0.756,-0.16200219,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,40.821924890553454,53.4879834081007
S001205,Mary Gay Scanlon,F,Democrat,1959,2,PA-05,62.6,34.4,-0.485,-0.043,-0.30503646,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.83913510889706,65.18866871886425
H001082,Kevin Hern,M,Republican,1961,2,OK-01,32.7,61.4,0.686,0.036,0.3550731,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51.07051262168255,59.29944582910365
M001206,Joseph Morelle,M,Democrat,1957,2,NY-25,55.5,39.1,-0.307,0.084,-0.1865067,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,40.70055417089635,54.782689175181396
J000303,Brenda Jones (Michigan),F,Democrat,1959,1,MI-13,78.8,18.1,-0.565,0.449,-0.60556304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.207068025707905,
H001066,Steven Horsford,M,Democrat,1973,2,NV-04,49.5,44.6,-0.351,0.089,-0.38300413,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,51.92789141134595
J000301,Dusty Johnson,M,Republican,1976,1,SD-AL,31.7,61.5,0.485,0.035,0.20231117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,60.34679599726951
W000827,Ronald Wright,M,Republican,1953,1,TX-06,41.9,54.2,0.747,0.021,0.24532752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,53.10105373337187
S001216,Kim Schrier,F,Democrat,1968,1,WA-08,47.7,44.7,-0.34,0.451,-0.14353259,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,52.415055405245695
K000395,Fred Keller (politician),M,Republican,1965,1,PA-12,29.7,66.1,0.476,0.24,0.31279957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,66.03751148143289
H001081,Jahana Hayes,F,Democrat,1973,1,CT-05,49.9,45.8,-0.321,-0.131,-0.27893236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,52.79645612272043
M001205,Carol Miller (West Virginia),F,Republican,1950,1,WV-03,23.3,72.5,0.453,0.387,0.31048727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,56.373403434580105
M001210,Gregory Murphy,M,Republican,1963,1,NC-03,36.5,61.0,0.694,0.415,0.2088682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,100.0
S001206,Donna Shalala,F,Democrat,1941,1,FL-27,58.5,38.9,-0.359,-0.126,-0.28770974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,51.761776187120425
P000614,Chris Pappas,M,Democrat,1980,1,NH-01,46.6,48.2,-0.42,0.322,-0.16088895,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,53.56120657368943
T000482,Lori Trahan,F,Democrat,1973,1,MA-03,58.2,35.4,-0.513,-0.233,-0.30361685,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,61.997229054119366
B001307,James Baird,M,Republican,1945,1,IN-04,30.2,64.3,0.409,0.652,0.48538148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,64.06002545393534
P000615,Greg Pence,M,Republican,1956,1,IN-06,27.4,67.7,0.421,0.621,0.5033248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,63.81605619585812
M001159,Cathy McMorris Rodgers,F,Republican,1969,8,WA-05,39.1,52.2,0.425,0.117,0.31672263,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57.21259052526787,54.759994630822206
J000302,John Joyce (Pennsylvania),M,Republican,1957,1,PA-13,25.5,71.2,0.527,0.173,0.35129306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,70.49228873990192
M001207,Debbie Mucarsel-Powell,F,Democrat,1971,1,FL-26,56.8,40.5,-0.35,0.246,-0.35596532,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,50.87461513961142
T000483,David Trone,M,Democrat,1955,1,MD-06,55.3,40.2,-0.258,-0.145,-0.09942136,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,58.97521066959354
K000394,Andrew Kim (New Jersey),M,Democrat,1982,1,NJ-03,45.2,51.4,-0.276,0.46,-0.24839531,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,50.01156822810591
W000823,Michael Waltz,M,Republican,1974,1,FL-06,39.9,56.9,0.398,-0.141,0.14448574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,56.31397066977573
T000481,Rashida Tlaib,F,Democrat,1976,1,MI-13,78.8,18.1,-0.315,-0.949,-0.36786377,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,84.2362925944605
U000040,Lauren Underwood,F,Democrat,1986,1,IL-14,44.8,48.7,-0.549,0.599,-0.2295204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,52.50185902375176
C001121,Jason Crow,M,Democrat,1979,1,CO-06,50.2,41.3,-0.25,0.374,-0.18481362,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,54.10317256651203
G000587,Sylvia Garcia,F,Democrat,1950,1,TX-29,71.1,25.4,-0.772,0.56,-0.40132597,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,75.05744974211449
M001208,Lucy McBath,F,Democrat,1960,1,GA-06,46.8,48.3,-0.241,0.288,-0.30843386,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,50.51480376260985
A000378,Cindy Axne,F,Democrat,1965,1,IA-03,45.0,48.5,-0.23,0.596,0.06437395,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,49.304263125243864
M001204,Dan Meuser,M,Republican,1964,1,PA-09,31.0,65.0,0.583,0.466,0.3631018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,59.745628236390594
C001117,Sean Casten,M,Democrat,1971,1,IL-06,50.2,43.2,-0.31,0.073,-0.11583026,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,53.57525535273866
W000825,Jennifer Wexton,F,Democrat,1968,1,VA-10,52.2,42.2,-0.382,0.466,-0.23380138,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,56.106254843051154
P000616,Dean Phillips,M,Democrat,1969,1,MN-03,50.8,41.4,-0.237,-0.047,-0.19311912,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,55.61328647695144
B001308,Anthony Brindisi,M,Democrat,1978,1,NY-22,39.3,54.8,-0.147,0.563,0.16637814,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,46.17653615273156
G000588,Anthony Gonzalez,M,Republican,1984,1,OH-16,39.5,56.2,0.278,0.235,0.14015429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,56.73117346768542
S001207,Mikie Sherrill,F,Democrat,1972,1,NJ-11,47.9,48.8,-0.183,0.277,-0.13689627,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,56.767230988892805
B001311,Dan Bishop,M,Republican,1964,1,NC-09,43.3,53.7,0.791,-0.267,0.21073279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,49.25278635525985
T000479,Van Taylor,M,Republican,1972,1,TX-03,40.6,54.8,0.542,-0.144,0.2994394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,54.2444905939311
C001122,Joe Cunningham,M,Democrat,1982,1,SC-01,40.4,53.5,-0.12,0.45,-0.009657974,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,50.604836605400216
S001210,Ross Spano,M,Republican,1966,1,FL-15,43.1,53.1,0.452,-0.012,0.28256336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,53.01682473418041
V000133,Jeff Van Drew,M,Republican,1953,1,NJ-02,46.0,50.6,-0.149,0.624,0.30689526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,45.23325708402519
