Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,Presidential_VoteShare_Dem2016,Presidential_VoteShare_GOP2016,DW-Nominate_1,DW-Nominate_2,TBIP_Floor_Speeches,Present_Cong115,Progressive_Caucus_Cong115,NewDems_Caucus_Cong115,BlueDog_Caucus_Cong115,ProblemSolvers_Caucus_Cong115,RSC_Caucus_Cong115,Freedom_Caucus_Cong115,GOP_Leadership_Cong115,DEM_Leadership_Cong115,CommitteeChair_Cong115,TopCommittee_Cong115,Present_Cong116,Progressive_Caucus_Cong116,NewDems_Caucus_Cong116,BlueDog_Caucus_Cong116,ProblemSolvers_Caucus_Cong116,RSC_Caucus_Cong116,Freedom_Caucus_Cong116,GOP_Leadership_Cong116,DEM_Leadership_Cong116,CommitteeChair_Cong116,TopCommittee_Cong116,House_Election_Candidate_Vote_Share_2016,House_Election_Candidate_Vote_Share_2018
H001059,Randy Hultgren,M,Republican,1966,4,IL-14,44.8,48.7,0.49,-0.034,0.3965459,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7815443509797,
G000553,Al Green,M,Democrat,1947,8,TX-09,79.3,18.0,-0.438,0.316,-0.14201328,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84.41222285988687,89.05562708740466
S001168,John Sarbanes,M,Democrat,1962,7,MD-03,62.8,32.3,-0.468,-0.075,-0.27788496,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.93055149354602,69.10919147773832
E000294,Tom Emmer,M,Republican,1961,3,MN-06,33.2,58.9,0.457,-0.039,0.44840014,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,63.486576862875296,61.10709919360458
W000187,Maxine Waters,F,Democrat,1938,15,CA-43,78.4,16.7,-0.653,-0.073,-0.16754967,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,76.83195048704424,77.66918980678595
P000611,Bruce Poliquin,M,Republican,1953,2,ME-02,41.1,51.4,0.36,-0.182,0.37694108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.94010587119365,
D000626,Warren Davidson,M,Republican,1970,3,OH-08,30.6,65.1,0.714,-0.323,0.33336645,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,67.79041284333294,66.57603596634665
H001074,Trey Hollingsworth,M,Republican,1983,2,IN-09,34.2,61.1,0.408,-0.238,0.5138516,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.210331805238596,56.48232428388752
G000583,Josh Gottheimer,M,Democrat,1975,2,NJ-05,47.7,48.8,-0.135,0.19,-0.058740813,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,53.498070439889666,56.173982764732976
S001199,Lloyd Smucker,M,Republican,1964,2,PA-11,34.7,60.5,0.415,0.302,0.2796138,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,52.7652476964224,58.97602167271889
C001108,James Comer Jr.,M,Republican,1972,3,KY-01,23.9,72.4,0.644,-0.053,0.33326563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70.74799506197081,68.58805813175256
D000191,Peter DeFazio,M,Democrat,1947,17,OR-04,46.1,46.0,-0.429,0.008,-0.03235571,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,55.724819296499106,55.97047946730027
M001166,Jerry McNerney,M,Democrat,1951,7,CA-09,56.6,38.0,-0.261,-0.15,-0.034048755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.95697568592667,56.49148498478306
P000523,David Price,M,Democrat,1940,16,NC-04,65.2,31.9,-0.343,-0.031,-0.16693576,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,70.10469489069757,72.36813970586081
R000606,Jamie Raskin,M,Democrat,1962,2,MD-08,65.0,30.6,-0.548,-0.204,-0.17042634,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,64.1166437993488,68.16741302101275
N000188,Donald Norcross,M,Democrat,1958,4,NJ-01,60.6,36.1,-0.427,0.333,-0.27539635,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,62.02576592000928,64.39499198991716
J000288,"Henry C. Johnson, Jr.",M,Democrat,1954,7,GA-04,75.3,22.2,-0.467,0.006,-0.18322657,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77.2779821516078,78.84691959045598
K000009,Marcy Kaptur,F,Democrat,1946,19,OH-09,58.7,36.5,-0.35,0.109,-0.12710203,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,68.27942877696444,67.78521753752096
Y000065,Ted Yoho,M,Republican,1955,4,FL-03,40.2,56.2,0.706,-0.362,0.26441762,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,57.06427642807411,57.62424305700564
C001059,Jim Costa,M,Democrat,1952,8,CA-16,58.0,36.4,-0.19,0.47,-0.029050983,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,57.80969075149156,57.545170293580675
B000755,Kevin Brady (Texas),M,Republican,1955,12,TX-08,23.9,72.7,0.522,0.217,0.27630383,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,85.76172262137695,73.44108064575174
N000015,Richard Neal,M,Democrat,1949,16,MA-01,57.2,36.5,-0.417,-0.111,-0.08162806,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,78.99963994239079,97.64407561088059
N000181,Devin Nunes,M,Republican,1973,9,CA-22,42.6,52.1,0.448,0.212,0.18428311,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,60.34787742295203,52.722154519986155
L000287,John Lewis (Georgia),M,Democrat,1940,17,GA-05,85.0,11.9,-0.589,-0.223,-0.26166368,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,91.87992117439731,100.0
B001273,Diane Black,F,Republican,1951,4,TN-06,23.7,72.6,0.58,0.219,0.31058887,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.33437728559907,
N000184,Kristi Noem,F,Republican,1971,4,SD-AL,31.7,61.5,0.398,0.326,0.28220838,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.316640300293145,
T000462,Patrick J. Tiberi,M,Republican,1962,9,OH-12,41.9,53.2,0.386,-0.026,0.29901528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.36516676608531,
T000460,Mike Thompson (California),M,Democrat,1951,11,CA-05,69.2,24.3,-0.396,0.063,-0.14138381,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,77.81214914239327,78.8681240374227
J000290,Lynn Jenkins,F,Republican,1963,5,KS-02,37.4,55.8,0.523,0.004,0.3192448,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.67568303240235,
S001172,Adrian Smith,M,Republican,1970,7,NE-03,20.0,74.9,0.515,0.184,0.27313167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88.71561551188117,76.72148670442186
K000188,Ron Kind,M,Democrat,1963,12,WI-03,44.8,49.3,-0.262,-0.083,0.06307439,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,77.39324491317595,59.64906711028004
S001176,Steve Scalise,M,Republican,1965,7,LA-01,26.7,68.7,0.563,0.151,0.2911889,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,73.1740458604325,71.4954051796157
M001158,Kenny Marchant,M,Republican,1951,8,TX-24,44.5,50.7,0.602,0.172,0.40937555,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,53.45708121464865,50.61043664442065
C001038,Joseph Crowley,M,Democrat,1962,10,NY-14,77.7,19.8,-0.412,-0.07,-0.34587765,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.46567997518501,
R000585,Tom Reed (New York),M,Republican,1971,6,NY-23,39.7,54.5,0.284,0.108,0.13036957,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,46.90628657477468,47.726459600455954
D000096,Danny K. Davis,M,Democrat,1941,12,IL-07,87.4,9.2,-0.486,-0.263,-0.2511137,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85.76830620791637,87.61507941342495
H001065,George E.B. Holding,M,Republican,1968,4,NC-02,60.3,35.9,0.614,0.171,0.23458487,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54.21192322549292,51.27221860453899
H001038,Brian Higgins,M,Democrat,1959,8,NY-26,57.6,38.0,-0.346,-0.033,-0.2290432,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.06033441554844,68.0507927149131
S001185,Terri Sewell,F,Democrat,1965,5,AL-07,69.8,28.6,-0.39,0.401,-0.21556465,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,98.14041512017073,97.80453894260506
S001195,Jason Smith (Missouri representative),M,Republican,1980,4,MO-08,21.0,75.4,0.591,0.217,0.38450956,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,73.93270186822963,73.38983884205311
D000617,Suzan DelBene,F,Democrat,1962,5,WA-01,54.1,37.8,-0.28,-0.232,-0.1949162,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57.29431305258004,59.2676630312283
W000813,Jackie Walorski,F,Republican,1963,4,IN-02,36.1,59.3,0.431,0.317,0.3774122,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57.25556350074865,54.82963357784778
C001080,Judy Chu,F,Democrat,1953,6,CA-27,66.0,28.4,-0.487,-0.373,-0.34717208,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56.65661438259257,50.0
B001293,Mike Bishop (politician),M,Republican,1967,2,MI-08,43.9,50.6,0.451,0.095,0.26761442,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.57085981305774,
C000537,James E. Clyburn,M,Democrat,1940,14,SC-06,66.8,30.3,-0.464,0.253,-0.1929221,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,70.103881095031,70.12686925055587
P000197,Nancy Pelosi,F,Democrat,1940,17,CA-12,86.2,8.7,-0.49,-0.206,-0.2835335,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,83.74946830162962,86.82318211636473
R000570,Paul Ryan,M,Republican,1970,10,WI-01,42.3,52.6,0.556,-0.25,0.3083022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9745129951351,
V000131,Mark Veasey,M,Democrat,1971,4,TX-33,72.9,23.7,-0.402,0.286,-0.13846537,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,74.90115760628356,76.16335637120044
B001286,Cheri Bustos,F,Democrat,1961,4,IL-17,46.7,47.4,-0.237,0.032,-0.12683241,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,61.10170524576397,62.093414987660445
E000297,Adriano Espaillat,M,Democrat,1954,2,NY-13,92.3,5.4,-0.612,-0.111,-0.38968506,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84.88721248096661,89.85410723275717
T000468,Dina Titus,F,Democrat,1950,5,NV-01,61.6,32.6,-0.302,-0.217,-0.07660071,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.79153905559487,66.16710796906722
H001064,Denny Heck,M,Democrat,1952,4,WA-10,51.3,39.9,-0.31,-0.132,-0.075038284,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,60.05201207907406,61.544015551235766
R000409,Dana Rohrabacher,M,Republican,1947,15,CA-48,47.9,46.2,0.626,-0.417,0.2220436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.49920153305653,
N000179,Grace Napolitano,F,Democrat,1936,11,CA-32,66.6,27.7,-0.448,-0.249,-0.03905478,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,56.040725174125015,68.77834955459778
T000238,Mac Thornberry,M,Republican,1958,13,TX-13,16.9,79.9,0.525,0.308,0.04642984,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,85.89353763006766,81.54328581421714
S000510,Adam Smith,M,Democrat,1965,12,WA-09,70.5,23.3,-0.284,-0.16,-0.044192303,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,58.44776401229452,50.0
M001200,Donald McEachin,M,Democrat,1961,2,VA-04,58.7,37.1,-0.382,-0.099,-0.2593068,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,59.9802013889963,62.57778785675695
T000463,Michael R. Turner,M,Republican,1960,9,OH-10,44.0,51.3,0.269,0.208,0.056426432,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,60.368930405868724,55.92455080468256
D000598,Susan Davis (politician),F,Democrat,1944,10,CA-53,64.5,29.6,-0.343,-0.108,-0.22531904,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.99027839151569,69.07408647514454
R000575,Mike Rogers (Alabama),M,Republican,1958,9,AL-03,32.3,65.3,0.352,0.459,0.114504986,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,65.4954828243282,63.717310221417335
W000804,Robert J. Wittman,M,Republican,1959,7,VA-01,41.2,53.6,0.443,-0.021,0.23470037,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57.68966739314247,55.178996750988404
C001077,Mike Coffman,M,Republican,1955,5,CO-06,50.2,41.3,0.492,-0.213,-0.0147114815,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.05406548917777,
H001053,Vicky Hartzler,F,Republican,1960,5,MO-04,29.3,65.3,0.47,0.336,0.32770714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66.41931100631444,64.82360321291712
W000815,Brad Wenstrup,M,Republican,1958,4,OH-02,39.7,55.8,0.551,0.164,0.19317037,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,61.5784042924723,57.554865860436855
R000604,Steve Russell (politician),M,Republican,1963,2,OK-05,39.8,53.2,0.473,-0.183,0.12256726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.50894077339133,
K000388,Trent Kelly,M,Republican,1966,3,MS-01,32.4,65.4,0.628,0.242,0.18976325,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67.92142197324115,66.90526422600954
B001298,Don Bacon,M,Republican,1963,2,NE-02,46.0,48.2,0.421,-0.128,0.09042777,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,49.88533755097402,50.99502988107935
B001299,Jim Banks,M,Republican,1979,2,IN-03,30.1,65.1,0.638,-0.014,0.52205116,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67.63022162827713,64.72629379686158
T000477,Scott Taylor (politician),M,Republican,1979,1,VA-02,45.4,48.8,0.456,0.021,0.21385148,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.4711139499321,
C001062,Mike Conaway,M,Republican,1948,8,TX-11,19.1,77.8,0.591,0.365,0.3401816,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,84.87391377473791,80.13676563343725
R000592,Todd Rokita,M,Republican,1970,4,IN-04,30.2,64.3,0.602,-0.16,0.27894685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.353242110567,
G000410,Gene Green,M,Democrat,1947,13,TX-29,71.1,25.4,-0.324,0.453,-0.11111116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.68925267360387,
J000292,Bill Johnson (Ohio),M,Republican,1954,5,OH-06,26.7,69.3,0.432,0.275,0.42984974,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70.03214153138553,69.25087177842799
L000587,Jason Lewis (Minnesota politician),M,Republican,1955,1,MN-02,45.3,46.5,0.506,-0.197,0.29061726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.04615354214569,
L000580,Michelle Lujan Grisham,F,Democrat,1959,3,NM-01,51.6,35.1,-0.313,0.047,-0.23819439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.304293635903164,
F000450,Virginia Foxx,F,Republican,1943,8,NC-05,30.3,67.2,0.632,0.119,0.1981242,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,57.79898316865781,57.03479144747401
B001278,Suzanne Bonamici,F,Democrat,1954,5,OR-01,57.3,34.5,-0.393,-0.4,-0.27093172,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,61.58935662796219,63.647250233311034
G000576,Glenn Grothman,M,Republican,1955,3,WI-06,38.8,55.7,0.618,-0.29,0.29345375,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56.351649253643835,55.46921384953778
F000465,Drew Ferguson,M,Republican,1967,2,GA-03,32.8,64.3,0.619,0.138,0.35904408,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66.96053123736776,65.5263032156338
W000809,Steve Womack,M,Republican,1957,5,AR-03,30.5,61.9,0.349,0.581,0.38871014,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,71.66044867463745,64.74175910286102
S001145,Jan Schakowsky,F,Democrat,1944,11,IL-09,70.1,24.9,-0.607,-0.267,-0.22155952,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,69.76748706866528,73.48622873694252
L000560,Rick Larsen,M,Democrat,1965,10,WA-02,56.9,34.8,-0.365,0.189,0.05455628,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.47393351939004,71.29018800473489
G000578,Matt Gaetz,M,Republican,1982,2,FL-01,28.2,67.5,0.626,-0.556,0.21202014,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,68.1483109544315,67.05863741826619
S000185,Robert C. Scott,M,Democrat,1947,14,VA-03,63.6,31.9,-0.45,0.013,-0.2493748,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,76.77441506842597,91.2241298536666
P000034,Frank Pallone,M,Democrat,1951,17,NJ-06,56.2,40.6,-0.404,-0.161,-0.19381048,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,63.687142768710146,63.632541422726554
L000585,Darin LaHood,M,Republican,1968,3,IL-18,33.3,60.6,0.457,0.161,0.32190615,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,69.89757255407893,67.23344531644094
M000087,Carolyn B. Maloney,F,Democrat,1946,14,NY-12,83.3,13.5,-0.387,-0.278,-0.15449132,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,77.28416813491064,81.72957435573713
R000607,Francis Rooney,M,Republican,1953,2,FL-19,37.5,59.6,0.514,-0.518,0.042608283,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,64.13023835577064,62.26756221161519
B001292,Don Beyer,M,Democrat,1950,3,VA-08,73.5,20.9,-0.387,-0.047,-0.10547582,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,72.04153925161651,76.10116151600626
D000620,John Delaney,M,Democrat,1963,3,MD-06,55.3,40.2,-0.276,0.041,0.018846795,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.331097780266596,
E000215,Anna Eshoo,F,Democrat,1942,14,CA-18,73.4,20.2,-0.381,-0.428,-0.23669052,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.76034546639241,74.49162580482931
W000797,Debbie Wasserman Schultz,F,Democrat,1966,8,FL-23,61.9,35.8,-0.421,0.067,-0.27073577,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,57.52194379852074,58.47716434004183
B001296,Brendan Boyle,M,Democrat,1977,3,PA-02,72.9,24.9,-0.397,0.145,-0.20701951,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,63.755679257463726,79.01694210375182
M000312,Jim McGovern (Massachusetts),M,Democrat,1959,12,MA-02,56.2,36.8,-0.539,-0.297,-0.34674925,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,72.02996497400052,67.15924926200363
C001053,Tom Cole,M,Republican,1949,9,OK-04,28.3,65.7,0.331,0.356,0.0073454157,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,66.69535527634493,63.06130038286327
W000822,Bonnie Watson Coleman,F,Democrat,1945,3,NJ-12,65.0,31.8,-0.623,-0.122,-0.25170606,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,65.5745098510376,68.68112927191679
P000607,Mark Pocan,M,Democrat,1964,4,WI-02,65.8,29.0,-0.54,-0.525,-0.33148348,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,81.4494901133004,97.4222726484817
S000364,John M. Shimkus,M,Republican,1958,12,IL-15,24.5,70.7,0.374,0.147,0.22488852,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,85.98277507629743,70.92657506807298
K000389,Ro Khanna,M,Democrat,1976,2,CA-17,73.9,20.5,-0.594,-0.156,-0.17182669,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,57.899685039834935,75.34736363550259
M001189,Luke Messer,M,Republican,1969,3,IN-06,27.4,67.7,0.563,-0.086,0.4678027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7483102928578,
F000449,Jeff Fortenberry,M,Republican,1960,8,NE-01,36.2,57.5,0.302,-0.06,0.12976554,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,65.25011859792646,60.35922838730562
J000297,Evan Jenkins (politician),M,Republican,1960,2,WV-03,23.3,72.5,0.315,0.308,0.3168619,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.61453191984662,
E000296,Dwight Evans,M,Democrat,1954,3,PA-03,90.9,7.0,-0.452,-0.087,-0.40702286,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,86.14916721316163,93.38077968291898
K000362,Steve King,M,Republican,1949,9,IA-04,33.5,60.9,0.61,0.206,0.29883298,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56.23838714868838,50.33535407708196
F000462,Lois Frankel,F,Democrat,1948,4,FL-21,58.6,39.1,-0.401,-0.093,-0.34527615,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,62.70640917996082,100.0
W000820,Mimi Walters,F,Republican,1962,2,CA-45,49.8,44.4,0.433,0.177,0.24271858,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.310766797701646,
S001175,Jackie Speier,F,Democrat,1950,7,CA-14,76.9,18.2,-0.382,-0.455,-0.09206806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.07193594447557,79.22255577667593
M001163,Doris Matsui,F,Democrat,1944,8,CA-06,69.2,24.4,-0.434,-0.166,-0.15641674,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.36326336519676,50.0
S000583,Lamar Smith,M,Republican,1947,16,TX-21,42.5,52.5,0.425,0.061,0.40928763,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.63518251302054,
B001291,Brian Babin,M,Republican,1948,3,TX-36,25.2,72.0,0.685,0.17,0.41884187,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,80.52351647254046,72.55852511308548
M001181,Patrick Meehan,M,Republican,1955,4,PA-07,48.7,47.6,0.22,0.076,0.30774722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.91452681626042,
M001179,Tom Marino,M,Republican,1952,5,PA-12,29.7,66.1,0.352,0.477,0.31298798,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.90590369136925,66.03751148143289
K000381,Derek Kilmer,M,Democrat,1974,4,WA-06,51.8,39.5,-0.309,-0.014,-0.10880936,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,62.70002458059361,63.88670508780944
G000568,Morgan Griffith,M,Republican,1958,5,VA-09,27.3,68.8,0.55,-0.437,0.33200303,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67.06890797317035,65.16033686938214
R000515,Bobby Rush,M,Democrat,1946,14,IL-01,75.4,21.4,-0.478,-0.203,-0.03436301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.82992852250207,73.5056323555073
C001067,Yvette D. Clarke,F,Democrat,1964,7,NY-09,83.5,14.4,-0.615,-0.199,-0.412648,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79.55118233407782,82.22718178377076
V000130,Juan Vargas,M,Democrat,1961,4,CA-51,71.8,22.8,-0.399,0.107,-0.29058105,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,72.0779845593063,71.20095171230206
R000582,Phil Roe,M,Republican,1945,6,TN-01,19.7,76.7,0.487,0.017,0.16292787,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,77.75456886238837,77.06146725996736
W000799,Tim Walz,M,Democrat,1964,6,MN-01,38.4,53.3,-0.275,0.131,0.09528018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.03011789002667,
B001257,Gus M. Bilirakis,M,Republican,1963,7,FL-12,38.8,57.4,0.405,0.013,0.1449168,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63.60080444288641,58.09302575555808
K000382,Annie Kuster,F,Democrat,1956,4,NH-02,48.6,46.2,-0.254,-0.135,-0.19223931,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,52.32016426166349,55.543519064728905
